PLZ,Ort
45326,Essen
45327,Essen
45329,Essen
45355,Essen
45356,Essen
45357,Essen
45359,Essen
49632,Essen
84051,Essenbach
93343,Essing
73457,Essingen
73728,Esslingen
73730,Esslingen
73732,Esslingen
73733,Esslingen
73734,Esslingen
67754,Eßweiler
97230,Estenfeld
67472,Esthal
21727,Estorf
31629,Estorf
39448,Etgersleben
82488,Ettal
83359,Ettendorf
77955,Ettenheim
91796,Ettenstatt
76275,Ettlingen
86833,Ettringen
92268,Etzelwang
92694,Etzenricht
06729,Etzoldshain
97502,Euerbach
82547,Eurasburg
86495,Eurasburg
53879,Euskirchen
53881,Euskirchen
97776,Eußenheim
23701,Eutin
72184,Eutingen
31085,Everode
26556,Eversmeer
48351,Everswinkel
32699,Extertal
21376,Eyendorf
27324,Eystrup
56133,Fachbach
24253,Fahren
74864,Fahrenbach
85777,Fahrenzhausen
14476,Fahrland
83250,Fahrnpoint
99830,Falken
09569,Falkenau
09429,Falkenbach
84326,Falkenberg
95685,Falkenberg
94350,Falkenfels
14612,Falkensee
08223,Falkenstein
93167,Falkenstein
29683,Bad Fallingbostel
82490,Farchant
24256,Fargau-Pratjau
54317,Farschweiler
76694,Fasanenhof
29328,Faßberg
95189,Fattigsmühle
97906,Faulbach
64658,Faustenbach
66482,Faustermühle
84550,Feichten
67824,Feilbingert
95183,Feilitzsch
82340,Feldafing
36325,Feldatal
79868,Feldberg
24242,Felde
85622,Feldkirchen
94351,Feldkirchen
83620,Feldkirchen-Westerham
54341,Fell
70734,Fellbach
70736,Fellbach
97778,Fellen
87748,Fellheim
24244,Felm
95131,Fels
34587,Felsberg
92269,Fensterbach
35463,Fernwald
90537,Feucht
91555,Feuchtwangen
54584,Feusdorf
95686,Fichtelberg
74427,Fichtenberg
70794,Filderstadt
56341,Filsen
26849,Filsum
57413,Finnentrop
86923,Finning
89435,Finningen
85464,Finsing
03238,Finsterwalde
27389,Fintel
54439,Fisch
86850,Fischach
55743,Idar-Oberstein
67693,Fischbach
99891,Fischbach
83730,Fischbachau
64405,Fischbachtal
39524,Fischbeck
79592,Fischingen
76359,Fischweier
56330,Fißmühle
25579,Fitzbek
91604,Flachslanden
97650,Fladungen
99986,Flarchheim
24357,Fleckeby
74223,Flein
88373,Fleischwangen
24937,Flensburg
24939,Flensburg
24941,Flensburg
24943,Flensburg
24944,Flensburg
24976,Handewitt
36103,Flieden
83126,Flintsbach
09557,Flöha
87671,Flohkraut
98593,Floh-Seligenthal
63639,Flörsbachtal
65439,Flörsheim
67592,Flörsheim-Dalsheim
61197,Florstadt
92685,Floß
92696,Flossenbürg
78737,Fluorn-Winzeln
04617,Fockendorf
14798,Fohrde
54343,Föhren
76596,Forbach
79362,Forchheim
91301,Forchheim
74670,Forchtenberg
96524,Föritz
67147,Forst
85659,Forstern
85661,Forstinning
07937,Förthen
97833,Frammersbach
67737,Frankelbach
35110,Frankenau
09669,Frankenberg
35066,Frankenberg
27336,Frankenfeld
04936,Frankenhain
74586,Frankenhardt
01909,Frankenthal
67227,Frankenthal
60306,Frankfurt
60310,Frankfurt
60297,Frankfurt
60605,Frankfurt
60485,Frankfurt
60261,Frankfurt
60613,Frankfurt
60255,Frankfurt
15230,Frankfurt
15232,Frankfurt
15234,Frankfurt
60308,Frankfurt
60311,Frankfurt
60313,Frankfurt
60314,Frankfurt
60316,Frankfurt
60318,Frankfurt
60320,Frankfurt
60322,Frankfurt
60323,Frankfurt
60325,Frankfurt
60326,Frankfurt
60327,Frankfurt
60329,Frankfurt
60385,Frankfurt
60386,Frankfurt
60388,Frankfurt
60389,Frankfurt
60431,Frankfurt
60433,Frankfurt
60435,Frankfurt
60437,Frankfurt
60438,Frankfurt
60439,Frankfurt
60486,Frankfurt
60487,Frankfurt
60488,Frankfurt
60489,Frankfurt
60528,Frankfurt
60529,Frankfurt
60549,Frankfurt
60594,Frankfurt
60596,Frankfurt
60598,Frankfurt
60599,Frankfurt
65929,Frankfurt
65931,Frankfurt
65933,Frankfurt
65934,Frankfurt
65936,Frankfurt
64407,Fränkisch-Crumbach
06259,Frankleben
18461,Franzburg
83112,Frasdorf
94258,Frauenau
82216,Frauenberg
03058,Frauendorf
83553,Frauenneuharting
09623,Frauenstein
98711,Frauenwald
85447,Fraunberg
08427,Fraureuth
01990,Frauwalde
50226,Frechen
31084,Freden
21717,Fredenbeck
79348,Freiamt
09599,Freiberg
71691,Freiberg
21729,Freiburg
79098,Freiburg
79100,Freiburg
79102,Freiburg
79104,Freiburg
79106,Freiburg
79108,Freiburg
79110,Freiburg
79111,Freiburg
79112,Freiburg
79114,Freiburg
79115,Freiburg
79117,Freiburg
36399,Freiensteinau
24991,Freienwill
63579,Freigericht
92271,Freihung
83395,Freilassing
67251,Freinsheim
67361,Freisbach
66629,Freisen
85354,Freising
85356,Freising
06347,Freist
27259,Freistatt
01705,Freital
38373,Frellstedt
86742,Fremdingen
96158,Frensdorf
14552,Fresdorf
49762,Fresenburg
25876,Fresendelf
25727,Frestedt
57258,Freudenberg
92272,Freudenberg
54450,Freudenburg
72250,Freudenstadt
74392,Freudental
16918,Freyenstein
92342,Freystadt
94078,Freyung
72636,Frickenhausen
97252,Frickenhausen
88699,Frickingen
78567,Fridingen
83413,Fridolfing
61169,Friedberg
86316,Friedberg
26446,Friedeburg
67159,Friedelsheim
95688,Friedenfels
06254,Friedensdorf
79877,Friedenweiler
02742,Friedersdorf
36289,Friedewald
09634,Friedland
17098,Friedland
37133,Friedland
61381,Friedrichsdorf
25764,Friedrichsgabekoog
88045,Friedrichshafen
88046,Friedrichshafen
88048,Friedrichshafen
98749,Friedrichshöhe
25718,Friedrichskoog
66299,Friedrichsthal
34621,Frielendorf
14662,Friesack
51598,Friesenhagen
77948,Friesenheim
87654,Friesenried
26169,Friesoythe
71292,Friolzheim
78665,Frittlingen
34560,Fritzlar
04654,Frohburg
99610,Frohndorf
82349,Frohnloh
04618,Frohnsdorf
14929,Frohnsdorf
58730,Fröndenberg
35112,Fronhausen
88273,Fronreute
84160,Frontenhausen
06464,Frose
97828,Fuchsenmühle
91344,Fuchshof
95689,Fuchsmühl
76877,Fuchsmühle
97727,Fuchsstadt
86925,Fuchstal
24649,Fuhlendorf
36037,Fulda
36039,Fulda
36041,Fulda
36043,Fulda
34277,Fuldabrück
34233,Fuldatal
86681,Fünfstetten
85465,Fürnsbach
01778,Fürstenau
49584,Fürstenau
37699,Fürstenberg
94142,Fürsteneck
82256,Fürstenfeldbruck
94538,Fürstenstein
34516,Fürstental
15517,Fürstenwalde
94081,Fürstenzell
84095,Furth
90762,Fürth
90763,Fürth
90765,Fürth
90766,Fürth
90768,Fürth
78120,Furtwangen
87629,Füssen
67136,Fußgönheim
86456,Gablingen
86565,Gachenbach
97503,Gädheim
76571,Gaggenau
69251,Gaiberg
78343,Gaienhofen
74405,Gaildorf
78262,Gailingen
85080,Gaimersheim
83674,Gaißach
91605,Gallmersgarten
85408,Gammelsdorf
73108,Gammelshausen
72501,Gammertingen
27777,Ganderkesee
52538,Gangelt
84140,Gangkofen
99634,Gangloffsömmern
56294,Gappenach
30823,Garbsen
30826,Garbsen
30827,Garbsen
84518,Garching
85748,Garching
25836,Garding
82467,Garmisch-Partenkirchen
49681,Garrel
83536,Gars
83555,Gars Bahnhof
21441,Garstedt
29471,Gartow
71116,Gärtringen
16307,Gartz
18574,Garz
06466,Gatersleben
95185,Gattendorf
55435,Gau-Algesheim
55296,Gau-Bischofsheim
71126,Gäufelden
97253,Gaukönigshofen
55239,Gau-Odernheim
25782,Gaushorn
02633,Gaußig
82131,Gauting
55578,Gau-Weinheim
92274,Gebenbach
91607,Gebsattel
75391,Gechingen
63688,Gedern
24882,Geelbek
49744,Geeste
21502,Geesthacht
07926,Gefell
95482,Gefrees
36404,Gehaus
98559,Gehlberg
55490,Gehlweiler
49596,Gehrde
30989,Gehrden
98708,Gehren
67724,Gehrweiler
94244,Geiersthal
52511,Geilenkirchen
63826,Geiselbach
67715,Geiselberg
94333,Geiselhöring
96160,Geiselwind
85290,Geisenfeld
84144,Geisenhausen
65366,Geisenheim
78187,Geisingen
72351,Geislingen
73312,Geislingen
97255,Gelchsheim
47608,Geldern
97505,Geldersheim
09423,Gelenau
63571,Gelnhausen
45879,Gelsenkirchen
45881,Gelsenkirchen
45883,Gelsenkirchen
45884,Gelsenkirchen
45886,Gelsenkirchen
45888,Gelsenkirchen
45889,Gelsenkirchen
45891,Gelsenkirchen
45892,Gelsenkirchen
45894,Gelsenkirchen
45896,Gelsenkirchen
45897,Gelsenkirchen
45899,Gelsenkirchen
82269,Geltendorf
24395,Gelting
24884,Geltorf
75050,Gemmingen
74376,Gemmrigheim
35285,Gemünden
35329,Gemünden
97737,Gemünden
86682,Genderkingen
77723,Gengenbach
55457,Gensingen
92697,Georgenberg
91166,Georgensgmünd
98590,Georgenzell
49124,Georgsmarienhütte
07545,Gera
07546,Gera
07548,Gera
07549,Gera
07551,Gera
07552,Gera
74582,Gerabronn
96161,Gerach
84552,Geratskirchen
67813,Gerbach
06429,Gerbitz
97218,Gerbrunn
29581,Gerdau
82538,Geretsried
91466,Gerhardshofen
04827,Gerichshain
70839,Gerlingen
87656,Germaringen
16767,Germendorf
82110,Germering
76593,Gernsbach
64579,Gernsheim
97779,Geroda
95179,Geroldsgrün
97256,Geroldshausen
91726,Gerolfingen
85302,Gerolsbach
67229,Gerolsheim
54568,Gerolstein
97447,Gerolzhofen
09355,Gersdorf
36129,Gersfeld
66453,Gersheim
49838,Gersten
89547,Gerstetten
86368,Gersthofen
99834,Gerstungen
04741,Gertitzsch
84175,Gerzen
23815,Geschendorf
48712,Gescher
95494,Gesees
59590,Geseke
91608,Geslau
86459,Gessertshausen
34305,Gestecke
88167,Gestratz
49843,Getelo
58285,Gevelsberg
38384,Gevensleben
21784,Geversdorf
09468,Geyer
97232,Giebelstadt
38315,Gielde
89537,Giengen
31180,Giesen
15324,Gieshof-Zelliner Loose
56377,Gieshübel
35390,Gießen
35392,Gießen
35394,Gießen
35396,Gießen
35398,Gießen
98667,Gießübel
38518,Gifhorn
78713,Gifizenmoos
85376,Giggenhausen
82205,Gilching
54558,Gillenfeld
34630,Gilserberg
67578,Gimbsheim
73333,Gingen
18569,Gingst
65462,Ginsheim-Gustavsburg
45964,Gladbeck
45966,Gladbeck
45968,Gladbeck
35075,Gladenbach
49219,Glandorf
66907,Glan-Münchweiler
23719,Glasau
23812,Glashütte
92690,Glashütte
61479,Glashütten
95496,Glashütten
63864,Glattbach
72293,Glatten
71540,Glattenzainbach
63695,Glauburg
08371,Glauchau
06794,Glebitzsch
56653,Glees
37130,Göttingen
92723,Gleiritsch
93477,Gleißenberg
16548,Glienicke
21509,Glinde
89353,Glött
79286,Glottertal
18551,Glowe
24960,Glücksburg
83703,Gmund
27442,Gnarrenburg
19065,Gneven
91728,Gnotzheim
24622,Gnutz
47574,Goch
97469,Gochsheim
73571,Göggingen
01619,Gohlis
06786,Gohrau
29473,Göhrde
04603,Göhren
17348,Göhren
07950,Göhren-Döhlen
01824,Gohrisch
63773,Goldbach
25862,Goldebek
49424,Goldenstedt
98746,Goldisthal
95497,Goldkronach
06721,Goldschau
67307,Göllheim
97258,Gollhofen
37640,Golmbach
72532,Gomadingen
72810,Gomaringen
67377,Gommersheim
75053,Gondelsheim
24610,Gönnebek
67161,Gönnheim
73033,Göppingen
73035,Göppingen
87657,Görisried
03226,Göritz
29475,Gorleben
02826,Görlitz
02827,Görlitz
02828,Görlitz
09405,Gornau
09390,Gornsdorf
79733,Görwihl
69517,Gorxheimertal
78559,Gosheim
38640,Goslar
38642,Goslar
38644,Goslar
97780,Gössenheim
04639,Gößnitz
91327,Gößweinstein
07334,Goßwitz
99867,Gotha
79288,Gottenheim
94239,Gotteszell
84177,Gottfrieding
37073,Göttingen
37075,Göttingen
37077,Göttingen
37079,Göttingen
37081,Göttingen
37083,Göttingen
37085,Göttingen
78244,Gottmadingen
06780,Göttnitz
01936,Gottschdorf
18181,Graal-Müritz
86836,Graben
76676,Graben-Neudorf
83355,Grabenstätt
72582,Grabenstetten
83626,Grabenstoffl
82166,Gräfelfing
83358,Grafenanger
71120,Grafenau
94481,Grafenau
72661,Grafenberg
91322,Gräfenberg
07387,Gräfendorf
97782,Gräfendorf
95356,Grafengehaig
79865,Grafenhausen
97506,Grafenrheinfeld
93161,Grafenried
93479,Grafenwiesen
92655,Grafenwöhr
38462,Grafhorst
98704,Gräfinau-Angstedt
85567,Grafing
94539,Grafling
82284,Grafrath
53501,Grafschaft
82491,Grainau
94143,Grainet
07343,Granitwerk Sormitztal
06679,Granschütz
16775,Gransee
28879,Grasberg
85630,Grasbrunn
64689,Grasellenbach
38368,Grasleben
83224,Grassau
94541,Grattersdorf
24594,Grauel
61279,Grävenwiesbach
36323,Grebenau
36355,Grebenhain
34393,Grebenstein
91171,Greding
47929,Grefrath
35753,Greifenstein
17489,Greifswald
17491,Greifswald
17493,Greifswald
83677,Greiling
07973,Greiz
91350,Gremsdorf
79639,Grenzach-Wyhlen
06803,Greppin
97508,Grettstadt
97259,Greußenheim
48268,Greven
41515,Grevenbroich
41516,Grevenbroich
41517,Grevenbroich
18565,Grieben
64347,Griesheim
89608,Griesingen
09435,Grießbach
83556,Griesstätt
04668,Grimma
18507,Grimmen
82194,Gröbenzell
25869,Gröde
04932,Gröden
24376,Grödersby
01609,Gröditz
04539,Groitzsch
74196,Grollenhof
72294,Grömbach
31028,Gronau
48599,Gronau
39397,Gröningen
22956,Grönwohld
49777,Groß Berßen
02959,Groß Düben
23627,Groß Grönau
17495,Groß Kiesow
18442,Groß Kordshagen
15746,Groß Köris
24626,Groß Kummerfeld
18190,Groß Lüsewitz
27419,Groß Meckelsen
17349,Groß Miltzow
25436,Groß Nordende
29393,Groß Oesingen
17390,Groß Polzin
24872,Groß Rheide
23860,Groß Schenkenberg
16348,Groß Schönebeck
38464,Groß Twülpstedt
17168,Groß Wüstenfelde
86845,Großaitingen
37247,Großalmerode
72663,Großbettlingen
64401,Groß-Bieberau
71723,Großbottwar
66501,Großbundenbach
02694,Großdubrau
26629,Großefehn
72415,Grosselfingen
24623,Großenaspe
23775,Großenbrode
01558,Großenhain
26197,Großenkneten
36137,Großenlüder
91091,Großenseebach
24969,Großenwiehe
21712,Großenwörden
01454,Großerkmannsdorf
71577,Großerlach
08541,Großfriesen
64521,Groß-Gerau
90613,Großhabersdorf
22927,Großhansdorf
24625,Großharrie
26532,Großheide
96269,Großheirath
82049,Großhesselohe
63920,Großheubach
83109,Großkarolinenfeld
06688,Großkorbetha
63538,Großkrotzenburg
04420,Großlehna
54534,Großlittgen
56276,Großmaischeid
99996,Großmehlra
85098,Großmehring
09432,Großolbersdorf
06348,Großörner
63762,Großostheim
04463,Großpösna
97950,Großrinderfeld
68649,Groß-Rohrheim
66352,Großrosseln
09518,Großrückerswalde
02779,Großschönau
64823,Groß-Umstadt
63868,Großwallstadt
82439,Großweil
04860,Großwig
16831,Großzerlang
64846,Groß-Zimmern
26802,Grovehörn
25774,Groven
83313,Grub
96271,Grub
23749,Grube
73344,Gruibingen
01723,Grumbach
09477,Grumbach
67745,Grumbach
09224,Grüna
14712,Grünaue
73489,Grunbachsägmühle
35305,Grünberg
63584,Gründau
24977,Grundhof
71272,Grundhof
89613,Grundsheim
21720,Grünendeich
01979,Grünewalde
08358,Grünhain
88287,Grünkraut
97947,Grünsfeld
67269,Grünstadt
82031,Grünwald
74417,Gschwend
83257,Gstadt
34281,Gudensberg
88379,Guggenhausen
74363,Güglingen
55597,Gumbsheim
51643,Gummersbach
51645,Gummersbach
51647,Gummersbach
64385,Gumpener Kreuz
74594,Gumpenweiler
79194,Gundelfingen
89423,Gundelfingen
74831,Gundelsheim
96163,Gundelsheim
56767,Gunderath
67598,Gundersheim
67599,Gundheim
89355,Gundremmingen
78594,Gunningen
99631,Günstedt
67583,Guntersblum
97261,Güntersleben
89312,Günzburg
91710,Gunzenhausen
29476,Gusborn
18273,Güstrow
77793,Gutach
79261,Gutach
78148,Gütenbach
06193,Gutenberg
92543,Guteneck
14669,Gutenpaaren
91468,Gutenstetten
88484,Gutenzell-Hürbel
33330,Gütersloh
33332,Gütersloh
33334,Gütersloh
33335,Gütersloh
95358,Guttenberg
34302,Guxhagen
83527,Haag
85410,Haag
42781,Haan
85540,Haar
94542,Haarbach
82392,Habach
74632,Haberhof
34317,Habichtswald
29359,Habighorst
57627,Hachenburg
65589,Hadamar
79685,Häg-Ehrsberg
93095,Hagelstadt
49170,Hagen
58089,Hagen
58091,Hagen
58093,Hagen
58095,Hagen
58097,Hagen
58099,Hagen
58119,Hagen
58135,Hagen
76767,Hagenbach
31558,Hagenburg
88709,Hagnau
38729,Hahausen
92256,Hahnbach
53562,Hähnen
02923,Hähnichen
65623,Hahnstätten
63808,Haibach
94353,Haibach
94145,Haidmühle
35708,Haiger
72401,Haigerloch
85778,Haimhausen
84533,Haiming
07957,Hain
35114,Haina
63512,Hainburg
09661,Hainichen
86744,Hainsfarth
72221,Haiterbach
38820,Halberstadt
87642,Halblech
56457,Halbs
39340,Haldensleben
87490,Haldenwang
89356,Haldenwang
83128,Halfing
85399,Hallbergmoos
06108,Halle
06110,Halle
06112,Halle
06114,Halle
06116,Halle
06118,Halle
06120,Halle
06122,Halle
06124,Halle
06126,Halle
06128,Halle
06130,Halle
06132,Halle
33790,Halle
91352,Hallerndorf
67826,Hallgarten
54611,Hallschlag
96103,Hallstadt
84553,Halsbach
09633,Halsbrücke
25469,Halstenbek
45721,Haltern am See
58553,Halver
21646,Halvesbostel
76707,Hambrücken
29313,Hambühren
65510,Ídstein
20079,Hamburg
20095,Hamburg
20097,Hamburg
20099,Hamburg
20144,Hamburg
20146,Hamburg
20148,Hamburg
20149,Hamburg
20249,Hamburg
20251,Hamburg
20253,Hamburg
20255,Hamburg
20257,Hamburg
20259,Hamburg
20354,Hamburg
20355,Hamburg
20357,Hamburg
20359,Hamburg
20457,Hamburg
20459,Hamburg
20535,Hamburg
20537,Hamburg
20539,Hamburg
21029,Hamburg
21031,Hamburg
21033,Hamburg
21035,Hamburg
21037,Hamburg
21073,Hamburg
21075,Hamburg
21077,Hamburg
21079,Hamburg
21107,Hamburg
21109,Hamburg
21129,Hamburg
21147,Hamburg
21149,Hamburg
22041,Hamburg
22043,Hamburg
22045,Hamburg
22047,Hamburg
22049,Hamburg
22081,Hamburg
22083,Hamburg
22085,Hamburg
22087,Hamburg
22089,Hamburg
22111,Hamburg
22113,Hamburg
22115,Hamburg
22117,Hamburg
22119,Hamburg
22143,Hamburg
22147,Hamburg
22149,Hamburg
22159,Hamburg
22175,Hamburg
22177,Hamburg
22179,Hamburg
22297,Hamburg
22299,Hamburg
22301,Hamburg
22303,Hamburg
22305,Hamburg
22307,Hamburg
22309,Hamburg
22335,Hamburg
22337,Hamburg
22339,Hamburg
22359,Hamburg
22391,Hamburg
22393,Hamburg
22395,Hamburg
22397,Hamburg
22399,Hamburg
22415,Hamburg
22417,Hamburg
22419,Hamburg
22453,Hamburg
22455,Hamburg
22457,Hamburg
22459,Hamburg
22523,Hamburg
22525,Hamburg
22527,Hamburg
22529,Hamburg
22547,Hamburg
22549,Hamburg
22559,Hamburg
22587,Hamburg
22589,Hamburg
22605,Hamburg
22607,Hamburg
22609,Hamburg
22761,Hamburg
22763,Hamburg
22765,Hamburg
22767,Hamburg
22769,Hamburg
27499,Hamburg-Insel Neuwerk
24805,Hamdorf
31785,Hameln
31787,Hameln
31789,Hameln
22929,Hamfelde Kr Hzgt Lauenburg
57577,Hamm
59063,Hamm
59065,Hamm
59067,Hamm
59069,Hamm
59071,Hamm
59073,Hamm
59075,Hamm
59077,Hamm
67580,Hamm
21714,Hammah
97762,Hammelburg
16559,Hammer
17358,Hammer
08269,Hammerbrücke
63546,Hammersbach
56598,Hammerstein
46499,Hamminkeln
63450,Hanau
63452,Hanau
63454,Hanau
63456,Hanau
63457,Hanau
21256,Handeloh
24983,Handewitt
21447,Handorf
67374,Hanhofen
34346,Hann. Münden
30159,Hannover
30161,Hannover
30163,Hannover
30165,Hannover
30167,Hannover
30169,Hannover
30171,Hannover
30173,Hannover
30175,Hannover
30177,Hannover
30179,Hannover
30419,Hannover
30449,Hannover
30451,Hannover
30453,Hannover
30455,Hannover
30457,Hannover
30459,Hannover
30519,Hannover
30521,Hannover
30539,Hannover
30559,Hannover
30625,Hannover
30627,Hannover
30629,Hannover
30655,Hannover
30657,Hannover
30659,Hannover
30669,Hannover
56316,Hanroth
29582,Hanstedt
91230,Happurg
57572,Harbach
31097,Harbarnsen
86655,Harburg
37181,Hardegsen
74736,Hardheim
78739,Hardt
74239,Hardthausen
71706,Hardthof
49733,Haren
21228,Harmstorf
24955,Harrislee
95499,Harsdorf
33428,Harsewinkel
38829,Harsleben
54617,Harspelt
31177,Harsum
24628,Hartenholm
08118,Hartenstein
91235,Hartenstein
04746,Hartha
67376,Harthausen
79258,Hartheim
08107,Hartmannsdorf
09232,Hartmannsdorf
15528,Hartmannsdorf
01762,Hartmannsdorf-Reichenau
49205,Hasbergen
79686,Hasel
25489,Haselau
94354,Haselbach
25855,Haselund
49740,Haselünne
77716,Haslach
97907,Hasloch
31626,Haßbergen
38899,Hasselfelde
63594,Hasselroth
97437,Haßfurt
67454,Haßloch
74855,Haßmersheim
24790,Haßmoor
31559,Haste
99848,Hastrungsfeld-Burla
26209,Hatten
73110,Hattenhofen
82285,Hattenhofen
65795,Hattersheim
57644,Hattert
45525,Hattingen
45527,Hattingen
45529,Hattingen
37197,Hattorf
25856,Hattstedt
76770,Hatzenbühl
35116,Hatzfeld
76846,Hauenstein
91729,Haundorf
36282,Hauneck
36166,Haunetal
89437,Haunsheim
77756,Hausach
63840,Hausen
72361,Hausen
78595,Hausen
79688,Hausen
89597,Hausen
91353,Hausen
93345,Hausen
97262,Hausen
97647,Hausen
83734,Hausham
06458,Hausneindorf
94051,Hauzenberg
38275,Haverlah
24873,Havetoft
24875,Havetoftloit
48329,Havixbeck
87749,Hawangen
72534,Hayingen
84332,Hebertsfelden
85241,Hebertshausen
21755,Hechthausen
56826,Heckenhof
39444,Hecklingen
54429,Heddert
68542,Heddesheim
38322,Hedeper
48619,Heek
31622,Heemsen
38277,Heere
25746,Heide
91180,Heideck
69115,Heidelberg
69117,Heidelberg
69118,Heidelberg
69120,Heidelberg
69121,Heidelberg
69123,Heidelberg
69124,Heidelberg
69126,Heidelberg
67714,Heidelsburg
46359,Heiden
21258,Heidenau
89518,Heidenheim
89520,Heidenheim
91719,Heidenheim
65321,Heidenrod
09526,Heidersdorf
55262,Heidesheim
24632,Heidmoor
63869,Heigenbrücken
24226,Heikendorf
74072,Heilbronn
74074,Heilbronn
74076,Heilbronn
74078,Heilbronn
74080,Heilbronn
74081,Heilbronn
88633,Heiligenberg
23774,Heiligenhafen
42579,Heiligenhaus
67699,Heiligenmoschel
91332,Heiligenstadt
69253,Heiligkreuzsteinach
91560,Heilsbronn
52396,Heimbach
55779,Heimbach
29640,Heimbuch
63872,Heimbuchenthal
88178,Heimenkirch
87751,Heimertingen
82449,Heimgarten
71296,Heimsheim
21726,Heinbockel
95500,Heinersreuth
73092,Heiningen
63871,Heinrichsthal
52525,Heinsberg
08468,Heinsdorfergrund
37649,Heinsen
25492,Heist
79423,Heitersheim
06311,Helbra
84431,Heldenstein
27498,Helgoland
53940,Hellenthal
95233,Helmbrechts
08543,Helmsgrün
97264,Helmstadt
74921,Helmstadt-Bargen
31691,Helpsen
34298,Helsa
67716,Heltersberg
93155,Hemau
58675,Hemer
91334,Hemhofen
30966,Hemmingen
71282,Hemmingen
25770,Hemmingstedt
21745,Hemmoor
69502,Hemsbach
97640,Hendungen
91239,Henfenfeld
94491,Hengersberg
53773,Hennef
15378,Hennickendorf
16761,Hennigsdorf
25581,Hennstedt
55619,Hennweiler
66909,Henschtal
24558,Henstedt-Ulzburg
85120,Hepberg
64646,Heppenheim
88518,Herbertingen
79336,Herbolzheim
35745,Herborn
89542,Herbrechtingen
36358,Herbstein
58313,Herdecke
57562,Herdorf
88634,Herdwangen-Schönach
86465,Heretsried
32049,Herford
32051,Herford
32052,Herford
88145,Hergatz
88138,Hergensweiler
85599,Hergolding
36266,Heringen
23777,Heringsdorf
37293,Herleshausen
29320,Hermannsburg
18317,Hermannshagen Dorf
89568,Hermaringen
66919,Hermersberg
01776,Hermsdorf
07629,Hermsdorf
44623,Herne
44625,Herne
44627,Herne
44628,Herne
44629,Herne
44649,Herne
44651,Herne
44652,Herne
44653,Herne
91336,Heroldsbach
90562,Heroldsberg
72535,Heroldstatt
71083,Herrenberg
83209,Herrenchiemsee
91567,Herrieden
79737,Herrischried
84097,Herrngiersdorf
82211,Herrsching
55756,Herrstein
91217,Hersbruck
56249,Herschbach
58849,Herscheid
45699,Herten
45701,Herten
76863,Herxheim
37412,Herzberg
33442,Herzebrock-Clarholz
25379,Herzhorn
91074,Herzogenaurach
52134,Herzogenrath
82432,Herzogstand
31693,Hespe
91093,Heßdorf
67258,Heßheim
74394,Hessigheim
37235,Hessisch Lichtenau
31840,Hessisch Oldendorf
25491,Hetlingen
67310,Hettenleidelheim
72513,Hettingen
97265,Hettstadt
73540,Heubach
35452,Heuchelheim
73572,Heuchlingen
31700,Heuerßen
63150,Heusenstamm
97618,Heustreu
66265,Heusweiler
83559,Heuwinkl
67297,Heyerhof
32120,Hiddenhausen
57271,Hilchenbach
98646,Hildburghausen
40721,Hilden
40723,Hilden
40724,Hilden
31134,Hildesheim
31135,Hildesheim
31137,Hildesheim
31139,Hildesheim
31141,Hildesheim
71157,Hildrizhausen
27318,Hilgermissen
56206,Hilgert
86567,Hilgertshausen-Tandern
32479,Hille
38543,Hillerse
67586,Hillesheim
56204,Hillscheid
56462,Hilpischmühle
91161,Hilpoltstein
86856,Hiltenfingen
49176,Hilter
91355,Hiltpoltstein
78247,Hilzingen
29584,Himbergen
95502,Himmelkron
97267,Himmelstadt
87541,Hindelang
26759,Hinte
71711,Hinterbirkenhof
21635,Hinterdeich
94146,Hinterschmiding
66999,Hinterweidenthal
79856,Hinterzarten
74545,Hinterziegelhalden
54421,Hinzert-Pölert
67756,Hinzweiler
72145,Hirrlingen
96114,Hirschaid
92242,Hirschau
92275,Hirschbach
07927,Hirschberg
69493,Hirschberg
98678,Hirschendorf
67732,Hirschhorn
63697,Hirzenhain
21522,Hittbergen
29456,Hitzacker
85122,Hitzhofen
23689,Hobbersdorf
39279,Hobeck
97204,Höchberg
73269,Hochdorf
88454,Hochdorf
67126,Hochdorf-Assenheim
79862,Höchenschwand
65239,Hochheim
02627,Hochkirch
67691,Hochspeyer
64739,Höchst
96272,Hochstadt
91315,Höchstadt
89420,Höchstädt
95186,Höchstädt
73450,Hochstatter Hof
78667,Hochwald
01774,Höckendorf
68766,Hockenheim
56841,Hödeshof
95028,Hof
95030,Hof
95032,Hof
63505,Hof Eckeberg
34246,Hof Mondschirm
36145,Hofbieber
75339,Höfen
29361,Höfer
24894,Hoffnungstal
34369,Hofgeismar
65719,Hofheim
82418,Hofheim
97461,Hofheim
94544,Hofkirchen
86928,Hofstetten
25858,Högel
29478,Höhbeck
77749,Hohberg
16540,Hohen Neuendorf
35644,Hohenahr
86745,Hohenaltheim
94545,Hohenau
95691,Hohenberg
99994,Hohenbergen
85662,Hohenbrunn
92277,Hohenburg
02906,Hohendubrau
24257,Hohenfelde
25358,Hohenfelde
99448,Hohenfelden
78355,Hohenfels
92366,Hohenfels
86978,Hohenfurch
31249,Hohenhameln
21526,Hohenhorn
85411,Hohenkammer
85635,Höhenkirchen-Siegertsbrunn
56746,Hohenleimbach
04934,Hohenleipisch
07958,Hohenleuben
85664,Hohenlinden
25551,Hohenlockstedt
82383,Hohenpeißenberg
